paper_number,paper_identifier,source_json_file,experimental_record_count,records_with_experiment_level_source_evidence,records_with_paper_level_provenance_only
22,https://doi.org/10.1016/j.jhazmat.2019.06.007,1-s2.0-S0304389419306739-main_extracted.json,4,4,0
23,https://doi.org/10.1016/j.jhazmat.2020.123169,1-s2.0-S0304389420311584-main_extracted.json,1,1,0
24,https://doi.org/10.1016/j.jhazmat.2023.131646,1-s2.0-S0304389423009299-main_extracted.json,1,1,0
25,https://doi.org/10.1016/j.apenergy.2012.05.064,1-s2.0-S0306261912004655-main_extracted.json,2,2,0
26,https://doi.org/10.1016/j.apenergy.2016.08.160,1-s2.0-S0306261916312697-main_extracted.json,6,6,0
27,https://doi.org/10.1016/j.apenergy.2017.08.073,1-s2.0-S0306261917310899-main_extracted.json,1,1,0
28,https://doi.org/10.1016/j.apenergy.2018.06.126,1-s2.0-S0306261918309954-main_extracted.json,3,3,0
29,https://doi.org/10.1016/j.apenergy.2019.04.009,1-s2.0-S0306261919306348-main_extracted.json,3,3,0
30,10.1016/j.apenergy.2019.114440,1-s2.0-S0306261919321282-main_extracted.json,2,0,2
31,https://doi.org/10.1016/j.apenergy.2020.114972,1-s2.0-S0306261920304840-main_extracted.json,1,1,0
32,https://doi.org/10.1016/j.apenergy.2021.116495,1-s2.0-S0306261921000568-main_extracted.json,6,6,0
33,https://doi.org/10.1016/j.apenergy.2021.117038,1-s2.0-S0306261921004980-main_extracted.json,8,8,0
34,https://doi.org/10.1016/j.apenergy.2022.119778,1-s2.0-S0306261922010583-main_extracted.json,3,3,0
35,https://doi.org/10.1016/j.apenergy.2022.120110,1-s2.0-S0306261922013678-main_extracted.json,1,1,0
36,https://doi.org/10.1016/j.apenergy.2022.120119,1-s2.0-S0306261922013769-main_extracted.json,3,3,0
37,https://doi.org/10.1016/j.apenergy.2023.121690,1-s2.0-S0306261923010541-main_extracted.json,6,6,0
38,https://doi.org/10.1016/j.apenergy.2024.122998,1-s2.0-S0306261924003817-main_extracted.json,9,9,0
39,https://doi.org/10.1016/j.apenergy.2024.123248,1-s2.0-S0306261924006317-main_extracted.json,3,3,0
40,https://doi.org/10.1016/j.apenergy.2024.123571,1-s2.0-S0306261924009541-main_extracted.json,2,2,0
41,10.1016/j.apenergy.2024.124875,1-s2.0-S030626192402258X-main_extracted.json,1,0,1
42,https://doi.org/10.1016/j.apenergy.2025.125545,1-s2.0-S0306261925002752-main_extracted.json,2,2,0
43,https://doi.org/10.1016/j.ijhydene.2024.07.409,1-s2.0-S0360319924030982-main_extracted.json,3,3,0
44,https://doi.org/10.1016/j.energy.2021.120072,1-s2.0-S0360544221003212-main_extracted.json,2,2,0
45,https://doi.org/10.1016/j.energy.2021.122087,1-s2.0-S0360544221023355-main_extracted.json,4,4,0
46,https://doi.org/10.1016/j.energy.2021.122097,1-s2.0-S0360544221023458-main_extracted.json,5,5,0
47,https://doi.org/10.1016/j.energy.2022.126481,1-s2.0-S0360544222033679-main_extracted.json,4,4,0
48,https://doi.org/10.1016/j.energy.2023.128027,1-s2.0-S0360544223014214-main_extracted.json,6,6,0
49,https://doi.org/10.1016/j.energy.2025.138812,1-s2.0-S0360544225044548-main_extracted.json,2,2,0
50,https://doi.org/10.1016/j.jpowsour.2006.06.008,1-s2.0-S0378775306011463-main_extracted.json,12,12,0
51,https://doi.org/10.1016/j.jpowsour.2006.06.053,1-s2.0-S0378775306012006-main_extracted.json,7,7,0
52,https://doi.org/10.1016/j.jpowsour.2011.05.078,1-s2.0-S0378775311011049-main_extracted.json,2,2,0
53,https://doi.org/10.1016/j.jpowsour.2012.02.038,1-s2.0-S0378775312003989-main_extracted.json,4,4,0
54,https://doi.org/10.1016/j.jpowsour.2014.08.094,1-s2.0-S0378775314013597-main_extracted.json,8,8,0
55,https://doi.org/10.1016/j.jpowsour.2015.05.095,1-s2.0-S0378775315009970-main_extracted.json,1,1,0
56,https://doi.org/10.1016/j.jpowsour.2017.10.085,1-s2.0-S0378775317314398-main_extracted.json,14,14,0
57,https://doi.org/10.1016/j.jpowsour.2017.11.065,1-s2.0-S037877531731532X-main_extracted.json,13,13,0
58,10.1016/j.jpowsour.2018.07.051,1-s2.0-S0378775318307687-main_extracted.json,2,0,2
59,https://doi.org/10.1016/j.jpowsour.2018.07.094,1-s2.0-S037877531830819X-main_extracted.json,3,3,0
60,https://doi.org/10.1016/j.jpowsour.2018.10.014,1-s2.0-S0378775318311066-main_extracted.json,1,1,0
61,10.1016/j.jpowsour.2019.226879,1-s2.0-S0378775319308729-main_extracted.json,1,0,1
62,https://doi.org/10.1016/j.jpowsour.2019.227425,1-s2.0-S0378775319314181-main_extracted.json,6,6,0
63,https://doi.org/10.1016/j.jpowsour.2020.227914,1-s2.0-S0378775320302172-main_extracted.json,6,6,0
64,https://doi.org/10.1016/j.jpowsour.2020.228503,1-s2.0-S0378775320308077-main_extracted.json,1,1,0
65,https://doi.org/10.1016/j.jpowsour.2020.228649,1-s2.0-S0378775320309538-main_extracted.json,3,3,0
66,10.1016/j.jpowsour.2020.229357,1-s2.0-S037877532031644X-main_extracted.json,2,0,2
67,https://doi.org/10.1016/j.jpowsour.2021.229496,1-s2.0-S0378775321000458-main_extracted.json,3,3,0
68,https://doi.org/10.1016/j.jpowsour.2021.230340,1-s2.0-S0378775321008521-main_extracted.json,6,6,0
69,https://doi.org/10.1016/j.jpowsour.2021.230645,1-s2.0-S0378775321011411-main_extracted.json,10,10,0
70,https://doi.org/10.1016/j.jpowsour.2021.230659,1-s2.0-S0378775321011551-main_extracted.json,2,2,0
71,https://doi.org/10.1016/j.jpowsour.2021.230724,1-s2.0-S0378775321012180-main_extracted.json,3,3,0
72,https://doi.org/10.1016/j.jpowsour.2022.231867,1-s2.0-S0378775322008552-main_extracted.json,8,8,0
73,https://doi.org/10.1016/j.jpowsour.2023.233777,1-s2.0-S0378775323011539-main_extracted.json,2,2,0
74,https://doi.org/10.1016/j.jpowsour.2024.234237,1-s2.0-S0378775324001885-main_extracted.json,2,2,0
75,https://doi.org/10.1016/j.jpowsour.2024.234273,1-s2.0-S0378775324002246-main_extracted.json,2,2,0
76,https://doi.org/10.1016/j.jpowsour.2024.234744,1-s2.0-S0378775324006967-main_extracted.json,3,3,0
77,https://doi.org/10.1016/j.jpowsour.2024.235096,1-s2.0-S0378775324010486-main_extracted.json,2,2,0
78,https://doi.org/10.1016/j.jpowsour.2024.235147,1-s2.0-S0378775324010991-main_extracted.json,3,3,0
79,https://doi.org/10.1016/j.jpowsour.2024.235327,1-s2.0-S0378775324012795-main_extracted.json,2,2,0
80,https://doi.org/10.1016/j.jpowsour.2024.235633,1-s2.0-S0378775324015854-main_extracted.json,3,3,0
81,https://doi.org/10.1016/j.jpowsour.2024.235728,1-s2.0-S037877532401680X-main_extracted.json,1,1,0
82,https://doi.org/10.1016/j.jpowsour.2024.235834,1-s2.0-S0378775324017865-main_extracted.json,1,1,0
83,10.1016/j.jpowsour.2024.236026,1-s2.0-S0378775324019785-main_extracted.json,15,0,15
84,https://doi.org/10.1016/j.jpowsour.2024.236045,1-s2.0-S0378775324019979-main_extracted.json,5,5,0
85,https://doi.org/10.1016/j.jpowsour.2025.236270,1-s2.0-S0378775325001065-main_extracted.json,9,9,0
86,https://doi.org/10.1016/j.jpowsour.2025.236363,1-s2.0-S0378775325001995-main_extracted.json,2,2,0
87,https://doi.org/10.1016/j.jpowsour.2025.237240,1-s2.0-S0378775325010766-main_extracted.json,14,14,0
88,https://doi.org/10.1016/j.jpowsour.2025.237414,1-s2.0-S0378775325012509-main_extracted.json,6,6,0
89,https://doi.org/10.1016/j.jpowsour.2025.237488,1-s2.0-S0378775325013242-main_extracted.json,4,4,0
90,https://doi.org/10.1016/j.jpowsour.2025.237601,1-s2.0-S0378775325014375-main_extracted.json,2,2,0
91,https://doi.org/10.1016/j.jpowsour.2025.237697,1-s2.0-S0378775325015332-main_extracted.json,7,7,0
92,https://doi.org/10.1016/j.jpowsour.2025.238594,1-s2.0-S0378775325024309-main_extracted.json,3,3,0
93,https://doi.org/10.1016/j.jpowsour.2025.238780,1-s2.0-S0378775325026163-main_extracted.json,2,2,0
94,https://doi.org/10.1016/j.jpowsour.2025.238979,1-s2.0-S0378775325028162-main_extracted.json,1,1,0
95,https://doi.org/10.1016/j.firesaf.2020.103117,1-s2.0-S0379711219307180-main_extracted.json,9,9,0
96,https://doi.org/10.1016/j.firesaf.2021.103382,1-s2.0-S0379711221001235-main_extracted.json,1,1,0
97,https://doi.org/10.1016/j.firesaf.2022.103562,1-s2.0-S0379711222000406-main_extracted.json,4,4,0
98,https://doi.org/10.1016/j.firesaf.2023.103885,1-s2.0-S0379711223001534-main_extracted.json,6,6,0
99,https://doi.org/10.1016/j.firesaf.2023.103899,1-s2.0-S0379711223001674-main_extracted.json,6,6,0
100,https://doi.org/10.1016/j.firesaf.2023.104078,1-s2.0-S0379711223003466-main_extracted.json,4,4,0
101,https://doi.org/10.1016/j.icheatmasstransfer.2025.108922,1-s2.0-S0735193325003483-main_extracted.json,3,3,0
102,https://doi.org/10.1016/j.icheatmasstransfer.2025.109989,1-s2.0-S0735193325014150-main_extracted.json,4,4,0
103,https://doi.org/10.1016/j.icheatmasstransfer.2025.110036,1-s2.0-S0735193325014629-main_extracted.json,10,10,0
104,https://doi.org/10.1016/j.snb.2024.136988,1-s2.0-S0925400524017180-main_extracted.json,1,1,0
105,https://doi.org/10.1016/j.jlp.2019.103992,1-s2.0-S0950423018309744-main_extracted.json,1,1,0
106,https://doi.org/10.1016/j.jlp.2022.104818,1-s2.0-S0950423022000948-main_extracted.json,6,6,0
107,https://doi.org/10.1016/j.jlp.2023.105156,1-s2.0-S0950423023001869-main_extracted.json,4,4,0
108,https://doi.org/10.1016/j.jlp.2024.105407,1-s2.0-S0950423024001657-main_extracted.json,9,9,0
109,https://doi.org/10.1016/j.jlp.2024.105433,1-s2.0-S0950423024001918-main_extracted.json,5,5,0
110,https://doi.org/10.1016/j.jlp.2025.105691,1-s2.0-S0950423025001494-main_extracted.json,5,5,0
111,https://doi.org/10.1016/j.wasman.2018.11.029,1-s2.0-S0956053X18307013-main_extracted.json,1,1,0
112,https://doi.org/10.1016/j.psep.2020.06.009,1-s2.0-S0957582020315469-main_extracted.json,7,7,0
113,https://doi.org/10.1016/j.psep.2020.07.028,1-s2.0-S0957582020316360-main_extracted.json,7,7,0
114,https://doi.org/10.1016/j.psep.2021.09.031,1-s2.0-S0957582021005048-main_extracted.json,3,3,0
115,https://doi.org/10.1016/j.psep.2022.04.028,1-s2.0-S0957582022003342-main_extracted.json,2,2,0
116,https://doi.org/10.1016/j.psep.2022.04.049,1-s2.0-S0957582022003640-main_extracted.json,5,5,0
117,https://doi.org/10.1016/j.psep.2022.06.048,1-s2.0-S0957582022005808-main_extracted.json,4,4,0
118,https://doi.org/10.1016/j.psep.2022.09.016,1-s2.0-S0957582022007807-main_extracted.json,4,4,0
119,https://doi.org/10.1016/j.psep.2022.12.082,1-s2.0-S0957582022011594-main_extracted.json,10,10,0
120,https://doi.org/10.1016/j.psep.2023.05.068,1-s2.0-S0957582023004469-main_extracted.json,1,1,0
121,https://doi.org/10.1016/j.psep.2023.12.017,1-s2.0-S0957582023011059-main_extracted.json,3,3,0
122,https://doi.org/10.1016/j.psep.2024.01.088,1-s2.0-S0957582024001046-main_extracted.json,12,12,0
123,https://doi.org/10.1016/j.psep.2024.03.011,1-s2.0-S0957582024002295-main_extracted.json,4,4,0
124,https://doi.org/10.1016/j.psep.2024.04.004,1-s2.0-S0957582024003562-main_extracted.json,4,4,0
125,https://doi.org/10.1016/j.psep.2024.06.049,1-s2.0-S095758202400733X-main_extracted.json,3,3,0
126,https://doi.org/10.1016/j.psep.2024.09.019,1-s2.0-S0957582024011352-main_extracted.json,3,3,0
127,https://doi.org/10.1016/j.psep.2024.10.111,1-s2.0-S0957582024013995-main_extracted.json,1,1,0
128,https://doi.org/10.1016/j.psep.2024.11.118,1-s2.0-S0957582024015398-main_extracted.json,9,9,0
129,https://doi.org/10.1016/j.psep.2025.01.019,1-s2.0-S0957582025000199-main_extracted.json,4,4,0
130,https://doi.org/10.1016/j.psep.2025.106983,1-s2.0-S0957582025002502-main_extracted.json,1,1,0
131,https://doi.org/10.1016/j.psep.2025.107175,1-s2.0-S0957582025004422-main_extracted.json,8,8,0
132,https://doi.org/10.1016/j.psep.2025.107566,1-s2.0-S095758202500833X-main_extracted.json,3,3,0
133,https://doi.org/10.1016/j.psep.2025.107626,1-s2.0-S0957582025008936-main_extracted.json,2,2,0
134,https://doi.org/10.1016/j.psep.2025.107664,1-s2.0-S0957582025009310-main_extracted.json,8,8,0
135,https://doi.org/10.1016/j.psep.2025.107879,1-s2.0-S0957582025011462-main_extracted.json,8,8,0
136,https://doi.org/10.1016/j.psep.2025.108131,1-s2.0-S0957582025013989-main_extracted.json,21,21,0
137,https://doi.org/10.1016/j.psep.2025.108196,1-s2.0-S0957582025014636-main_extracted.json,3,3,0
138,https://doi.org/10.1016/j.psep.2025.108329,1-s2.0-S0957582025015964-main_extracted.json,4,4,0
139,https://doi.org/10.1016/j.jclepro.2021.129718,1-s2.0-S0959652621038956-main_extracted.json,6,6,0
140,https://doi.org/10.1016/j.renene.2022.12.092,1-s2.0-S0960148122018882-main_extracted.json,4,4,0
141,https://doi.org/10.1016/j.renene.2023.03.004,1-s2.0-S0960148123002902-main_extracted.json,4,4,0
142,https://doi.org/10.1016/j.renene.2023.119674,1-s2.0-S0960148123015896-main_extracted.json,6,6,0
143,https://doi.org/10.1016/j.ijthermalsci.2025.110047,1-s2.0-S1290072925003709-main_extracted.json,13,13,0
144,https://doi.org/10.1016/j.applthermaleng.2017.06.056,1-s2.0-S1359431116333609-main_extracted.json,1,1,0
145,https://doi.org/10.1016/j.applthermaleng.2019.02.127,1-s2.0-S1359431118356783-main_extracted.json,9,9,0
146,https://doi.org/10.1016/j.applthermaleng.2019.113847,1-s2.0-S135943111931052X-main_extracted.json,1,1,0
147,https://doi.org/10.1016/j.applthermaleng.2019.114144,1-s2.0-S1359431119334714-main_extracted.json,4,4,0
148,https://doi.org/10.1016/j.applthermaleng.2020.115429,1-s2.0-S1359431120307067-main_extracted.json,10,10,0
149,https://doi.org/10.1016/j.applthermaleng.2020.115679,1-s2.0-S1359431120331616-main_extracted.json,3,3,0
150,https://doi.org/10.1016/j.applthermaleng.2020.116346,1-s2.0-S1359431120338242-main_extracted.json,6,6,0
151,https://doi.org/10.1016/j.applthermaleng.2021.116661,1-s2.0-S1359431121001174-main_extracted.json,1,1,0
152,https://doi.org/10.1016/j.applthermaleng.2021.116949,1-s2.0-S1359431121003963-main_extracted.json,6,6,0
153,https://doi.org/10.1016/j.applthermaleng.2021.117147,1-s2.0-S135943112100586X-main_extracted.json,6,6,0
154,https://doi.org/10.1016/j.applthermaleng.2021.117244,1-s2.0-S1359431121006815-main_extracted.json,2,2,0
155,https://doi.org/10.1016/j.applthermaleng.2021.117399,1-s2.0-S1359431121008334-main_extracted.json,8,8,0
156,https://doi.org/10.1016/j.applthermaleng.2021.117521,1-s2.0-S1359431121009522-main_extracted.json,4,4,0
157,https://doi.org/10.1016/j.applthermaleng.2021.117774,1-s2.0-S1359431121011984-main_extracted.json,4,4,0
158,https://doi.org/10.1016/j.applthermaleng.2022.118418,1-s2.0-S1359431122003738-main_extracted.json,3,3,0
159,https://doi.org/10.1016/j.applthermaleng.2022.118565,1-s2.0-S1359431122005154-main_extracted.json,1,1,0
160,10.1016/j.applthermaleng.2022.119255,1-s2.0-S1359431122011851-main_extracted.json,4,0,4
161,https://doi.org/10.1016/j.applthermaleng.2022.119830,1-s2.0-S1359431122017604-main_extracted.json,8,8,0
162,https://doi.org/10.1016/j.applthermaleng.2023.120816,1-s2.0-S1359431123008451-main_extracted.json,14,14,0
163,https://doi.org/10.1016/j.applthermaleng.2023.121946,1-s2.0-S1359431123019750-main_extracted.json,1,1,0
164,https://doi.org/10.1016/j.applthermaleng.2023.121991,1-s2.0-S1359431123020203-main_extracted.json,2,2,0
165,https://doi.org/10.1016/j.applthermaleng.2023.122166,1-s2.0-S1359431123021956-main_extracted.json,16,16,0
166,https://doi.org/10.1016/j.applthermaleng.2024.123054,1-s2.0-S1359431124007221-main_extracted.json,6,6,0
167,https://doi.org/10.1016/j.applthermaleng.2024.123421,1-s2.0-S1359431124010895-main_extracted.json,1,1,0
168,https://doi.org/10.1016/j.applthermaleng.2024.123518,1-s2.0-S1359431124011864-main_extracted.json,1,1,0
169,https://doi.org/10.1016/j.applthermaleng.2024.124093,1-s2.0-S1359431124017617-main_extracted.json,11,11,0
170,https://doi.org/10.1016/j.applthermaleng.2024.124188,1-s2.0-S1359431124018568-main_extracted.json,3,3,0
171,https://doi.org/10.1016/j.applthermaleng.2024.124220,1-s2.0-S135943112401888X-main_extracted.json,3,3,0
172,https://doi.org/10.1016/j.applthermaleng.2024.124813,1-s2.0-S1359431124024815-main_extracted.json,3,3,0
173,https://doi.org/10.1016/j.applthermaleng.2025.125501,1-s2.0-S1359431125000924-main_extracted.json,2,2,0
174,https://doi.org/10.1016/j.applthermaleng.2025.125991,1-s2.0-S1359431125005824-main_extracted.json,3,3,0
175,https://doi.org/10.1016/j.applthermaleng.2025.126299,1-s2.0-S1359431125008919-main_extracted.json,5,5,0
176,https://doi.org/10.1016/j.applthermaleng.2025.126616,1-s2.0-S1359431125012086-main_extracted.json,5,5,0
177,https://doi.org/10.1016/j.applthermaleng.2025.126634,1-s2.0-S1359431125012268-main_extracted.json,12,12,0
178,https://doi.org/10.1016/j.applthermaleng.2025.127320,1-s2.0-S135943112501912X-main_extracted.json,2,2,0
179,https://doi.org/10.1016/j.applthermaleng.2025.127734,1-s2.0-S1359431125023269-main_extracted.json,3,3,0
180,https://doi.org/10.1016/j.applthermaleng.2025.127780,1-s2.0-S1359431125023725-main_extracted.json,1,1,0
181,https://doi.org/10.1016/j.applthermaleng.2025.129440,1-s2.0-S1359431125040323-main_extracted.json,4,4,0
182,https://doi.org/10.1016/j.applthermaleng.2025.129444,1-s2.0-S1359431125040360-main_extracted.json,7,7,0
183,https://doi.org/10.1016/j.rser.2023.113740,1-s2.0-S136403212300597X-main_extracted.json,4,4,0
184,https://doi.org/10.1016/j.rser.2025.116056,1-s2.0-S1364032125007294-main_extracted.json,2,2,0
185,https://doi.org/10.1016/j.cej.2021.129387,1-s2.0-S138589472100975X-main_extracted.json,2,2,0
186,https://doi.org/10.1016/j.cej.2023.144434,1-s2.0-S1385894723031650-main_extracted.json,12,0,12
187,https://doi.org/10.1016/j.cej.2024.153234,1-s2.0-S1385894724047223-main_extracted.json,1,1,0
188,https://doi.org/10.1016/j.cej.2025.159699,1-s2.0-S138589472500498X-main_extracted.json,3,3,0
189,https://doi.org/10.1016/j.cej.2025.160202,1-s2.0-S1385894725010071-main_extracted.json,4,4,0
190,https://doi.org/10.1016/j.cej.2025.160402,1-s2.0-S1385894725012070-main_extracted.json,2,2,0
191,https://doi.org/10.1016/j.cej.2025.160800,1-s2.0-S1385894725016213-main_extracted.json,4,4,0
192,https://doi.org/10.1016/j.cej.2025.164014,1-s2.0-S1385894725048491-main_extracted.json,3,3,0
193,https://doi.org/10.1016/j.cej.2025.165205,1-s2.0-S1385894725060413-main_extracted.json,2,2,0
194,https://doi.org/10.1016/j.cej.2025.169633,1-s2.0-S1385894725104762-main_extracted.json,13,13,0
195,https://doi.org/10.1016/j.elecom.2017.02.008,1-s2.0-S1388248117300401-main_extracted.json,4,4,0
196,https://doi.org/10.1016/j.ijoes.2025.101270,1-s2.0-S1452398125003463-main_extracted.json,11,11,0
197,https://doi.org/10.1016/j.proci.2022.07.185,1-s2.0-S1540748922002279-main_extracted.json,6,6,0
198,https://doi.org/10.1016/j.partic.2022.11.009,1-s2.0-S1674200122002553-main_extracted.json,4,4,0
199,https://doi.org/10.1016/j.egypro.2019.01.736,1-s2.0-S187661021930774X-main_extracted.json,2,2,0
200,https://doi.org/10.1016/j.jechem.2020.03.029,1-s2.0-S2095495620301613-main_extracted.json,1,1,0
201,https://doi.org/10.1016/j.jechem.2022.05.005,1-s2.0-S2095495622002571-main_extracted.json,2,2,0
202,https://doi.org/10.1016/j.jechem.2023.07.045,1-s2.0-S2095495623004576-main_extracted.json,4,4,0
203,https://doi.org/10.1016/j.jechem.2023.12.045,1-s2.0-S2095495624000238-main_extracted.json,7,7,0
204,https://doi.org/10.1016/j.jechem.2024.10.036,1-s2.0-S2095495624007411-main_extracted.json,6,6,0
205,https://doi.org/10.1016/j.jechem.2024.11.031,1-s2.0-S2095495624008052-main_extracted.json,8,8,0
206,https://doi.org/10.1016/j.jechem.2024.11.059,1-s2.0-S2095495624008337-main_extracted.json,1,1,0
207,https://doi.org/10.1016/j.jechem.2024.12.004,1-s2.0-S2095495624008520-main_extracted.json,4,4,0
208,https://doi.org/10.1016/j.jechem.2024.12.050,1-s2.0-S2095495625000142-main_extracted.json,7,7,0
209,https://doi.org/10.1016/j.jechem.2025.02.016,1-s2.0-S2095495625001640-main_extracted.json,2,2,0
210,https://doi.org/10.1016/j.jechem.2025.06.065,1-s2.0-S2095495625005406-main_extracted.json,15,15,0
211,https://doi.org/10.1016/j.jechem.2025.10.051,1-s2.0-S2095495625009350-main_extracted.json,1,1,0
212,https://doi.org/10.1016/j.nanoen.2021.105832,1-s2.0-S2211285521000902-main_extracted.json,10,10,0
213,https://doi.org/10.1016/j.nanoen.2021.105878,1-s2.0-S2211285521001361-main_extracted.json,2,2,0
214,https://doi.org/10.1016/j.csite.2021.101474,1-s2.0-S2214157X21006377-main_extracted.json,7,7,0
215,https://doi.org/10.1016/j.csite.2022.102335,1-s2.0-S2214157X22005767-main_extracted.json,7,7,0
216,https://doi.org/10.1016/j.csite.2024.105417,1-s2.0-S2214157X24014485-main_extracted.json,3,3,0
217,https://doi.org/10.1016/j.csite.2025.107010,1-s2.0-S2214157X25012705-main_extracted.json,4,4,0
218,https://doi.org/10.1016/j.csite.2025.107433,1-s2.0-S2214157X25016934-main_extracted.json,10,10,0
219,https://doi.org/10.1016/j.est.2019.101065,1-s2.0-S2352152X19305213-main_extracted.json,3,3,0
220,https://doi.org/10.1016/j.est.2020.101232,1-s2.0-S2352152X19311077-main_extracted.json,11,11,0
221,https://doi.org/10.1016/j.est.2020.101580,1-s2.0-S2352152X19312976-main_extracted.json,12,12,0
222,10.1016/j.est.2020.101668,1-s2.0-S2352152X2031505X-main_extracted.json,4,0,4
223,https://doi.org/10.1016/j.est.2020.101863,1-s2.0-S2352152X2031700X-main_extracted.json,5,5,0
224,https://doi.org/10.1016/j.est.2021.102546,1-s2.0-S2352152X21002917-main_extracted.json,11,11,0
225,https://doi.org/10.1016/j.est.2021.102609,1-s2.0-S2352152X21003510-main_extracted.json,2,2,0
226,https://doi.org/10.1016/j.est.2021.102888,1-s2.0-S2352152X21006095-main_extracted.json,13,13,0
227,https://doi.org/10.1016/j.est.2021.103557,1-s2.0-S2352152X21012366-main_extracted.json,2,2,0
228,https://doi.org/10.1016/j.est.2021.103640,1-s2.0-S2352152X21013153-main_extracted.json,2,2,0
229,https://doi.org/10.1016/j.est.2021.103759,1-s2.0-S2352152X21014328-main_extracted.json,5,5,0
230,https://doi.org/10.1016/j.est.2021.103767,1-s2.0-S2352152X21014407-main_extracted.json,1,1,0
231,https://doi.org/10.1016/j.est.2022.104002,1-s2.0-S2352152X22000482-main_extracted.json,6,6,0
232,https://doi.org/10.1016/j.est.2022.104302,1-s2.0-S2352152X22003292-main_extracted.json,6,6,0
233,https://doi.org/10.1016/j.est.2022.104322,1-s2.0-S2352152X22003474-main_extracted.json,4,4,0
234,https://doi.org/10.1016/j.est.2022.104870,1-s2.0-S2352152X22008775-main_extracted.json,1,1,0
235,https://doi.org/10.1016/j.est.2022.105709,1-s2.0-S2352152X22016978-main_extracted.json,6,6,0
236,https://doi.org/10.1016/j.est.2022.106024,1-s2.0-S2352152X22020126-main_extracted.json,9,9,0
237,https://doi.org/10.1016/j.est.2022.106100,1-s2.0-S2352152X22020886-main_extracted.json,2,2,0
238,https://doi.org/10.1016/j.est.2022.106535,1-s2.0-S2352152X22025245-main_extracted.json,2,2,0
239,https://doi.org/10.1016/j.est.2023.107133,1-s2.0-S2352152X23005303-main_extracted.json,9,9,0
240,10.1016/j.est.2023.107175,1-s2.0-S2352152X23005728-main_extracted.json,27,0,27
241,https://doi.org/10.1016/j.est.2023.107231,1-s2.0-S2352152X2300628X-main_extracted.json,2,2,0
242,https://doi.org/10.1016/j.est.2023.107451,1-s2.0-S2352152X23008484-main_extracted.json,4,4,0
243,https://doi.org/10.1016/j.est.2023.108088,1-s2.0-S2352152X23014858-main_extracted.json,1,1,0
244,https://doi.org/10.1016/j.est.2023.108381,1-s2.0-S2352152X23017784-main_extracted.json,5,5,0
245,https://doi.org/10.1016/j.est.2023.109178,1-s2.0-S2352152X23025768-main_extracted.json,4,4,0
246,https://doi.org/10.1016/j.est.2023.109367,1-s2.0-S2352152X23027652-main_extracted.json,7,7,0
247,https://doi.org/10.1016/j.est.2023.110041,1-s2.0-S2352152X23034400-main_extracted.json,1,1,0
248,https://doi.org/10.1016/j.est.2023.110201,1-s2.0-S2352152X23036009-main_extracted.json,2,2,0
249,https://doi.org/10.1016/j.est.2024.110892,1-s2.0-S2352152X24004766-main_extracted.json,3,3,0
250,https://doi.org/10.1016/j.est.2024.111288,1-s2.0-S2352152X24008739-main_extracted.json,3,3,0
251,https://doi.org/10.1016/j.est.2024.111548,1-s2.0-S2352152X24011332-main_extracted.json,3,3,0
252,https://doi.org/10.1016/j.est.2024.111744,1-s2.0-S2352152X2401329X-main_extracted.json,5,5,0
253,https://doi.org/10.1016/j.est.2024.111813,1-s2.0-S2352152X24013987-main_extracted.json,25,25,0
254,https://doi.org/10.1016/j.est.2024.112393,1-s2.0-S2352152X24019790-main_extracted.json,4,4,0
255,https://doi.org/10.1016/j.est.2024.112624,1-s2.0-S2352152X24022102-main_extracted.json,20,20,0
256,https://doi.org/10.1016/j.est.2024.112695,1-s2.0-S2352152X24022813-main_extracted.json,3,3,0
257,https://doi.org/10.1016/j.est.2024.113076,1-s2.0-S2352152X24026628-main_extracted.json,4,4,0
258,https://doi.org/10.1016/j.est.2024.113165,1-s2.0-S2352152X24027518-main_extracted.json,2,2,0
259,https://doi.org/10.1016/j.est.2024.113377,1-s2.0-S2352152X24029633-main_extracted.json,4,4,0
260,https://doi.org/10.1016/j.est.2024.114005,1-s2.0-S2352152X24035916-main_extracted.json,6,6,0
261,https://doi.org/10.1016/j.est.2024.114196,1-s2.0-S2352152X24037824-main_extracted.json,1,1,0
262,https://doi.org/10.1016/j.est.2024.114693,1-s2.0-S2352152X24042798-main_extracted.json,3,3,0
263,10.1016/j.est.2024.114697,1-s2.0-S2352152X2404283X-main_extracted.json,6,0,6
264,https://doi.org/10.1016/j.est.2024.114964,1-s2.0-S2352152X2404550X-main_extracted.json,9,9,0
265,https://doi.org/10.1016/j.est.2024.115042,1-s2.0-S2352152X24046280-main_extracted.json,10,10,0
266,https://doi.org/10.1016/j.est.2024.115085,1-s2.0-S2352152X24046711-main_extracted.json,2,2,0
267,https://doi.org/10.1016/j.est.2024.115098,1-s2.0-S2352152X2404684X-main_extracted.json,2,2,0
268,https://doi.org/10.1016/j.est.2025.115488,1-s2.0-S2352152X25002014-main_extracted.json,3,3,0
269,https://doi.org/10.1016/j.est.2025.115780,1-s2.0-S2352152X25004931-main_extracted.json,11,11,0
270,https://doi.org/10.1016/j.est.2025.115897,1-s2.0-S2352152X25006103-main_extracted.json,1,1,0
271,https://doi.org/10.1016/j.est.2025.116066,1-s2.0-S2352152X25007790-main_extracted.json,3,3,0
